monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,txn_intensity,savings_commitment_ratio,airtime_stability,no_prior_loan_flag
18,39.04,-0.233,12,4.28,0,2.0,0.0,1,0.813,5.4,45.0,39.0,7,164.02,8,10.8646,0.0,0.3292,0
28,125.32,1.606,13,4.36,0,19.0,0.0,0,,,42.0,55.0,3,229.24,8,16.2937,0.0,0.3114,1
9,26.98,0.251,7,1.47,1,83.0,22.11,0,,,45.0,66.0,3,281.34,12,7.671,0.7902,0.1838,1
16,29.66,0.089,9,2.12,0,16.0,0.0,0,,,40.0,51.0,1,211.38,24,9.698,0.0,0.212,1
34,161.1,1.156,18,5.91,1,63.0,52.64,0,,,39.0,77.0,11,161.48,8,18.0904,0.3247,0.3111,1
20,187.68,1.73,21,2.49,0,5.0,0.0,0,,,82.0,42.0,10,792.74,12,15.9535,0.0,0.1132,1
13,18.84,0.879,10,4.29,0,13.0,0.0,0,,,22.0,66.0,6,76.86,8,7.8847,0.0,0.39,1
25,126.14,-0.704,11,2.34,0,15.0,0.0,1,0.914,0.2,45.0,75.0,8,146.46,24,15.7864,0.0,0.195,0
18,21.21,1.177,17,2.01,1,35.0,23.33,0,,,18.0,91.0,0,1209.64,52,9.1294,1.0504,0.1117,1
22,106.32,0.374,10,7.88,0,17.0,0.0,1,0.895,25.3,89.0,9.0,7,422.53,12,14.661,0.0,0.7164,0
13,20.38,0.343,15,1.45,0,12.0,0.0,0,,,63.0,95.0,3,823.95,4,8.082,0.0,0.0906,1
17,142.82,0.49,11,1.6,0,7.0,0.0,0,,,60.0,65.0,7,193.44,4,14.361,0.0,0.1333,1
9,36.16,-0.374,10,2.53,1,77.0,24.46,0,,,38.0,56.0,9,370.2,12,8.3244,0.6582,0.23,1
9,68.24,0.672,11,2.4,0,18.0,0.0,1,0.829,38.0,30.0,88.0,2,652.18,8,9.7574,0.0,0.2,0
21,23.39,0.402,16,2.73,0,0.0,0.0,1,0.931,5.8,33.0,65.0,4,1107.61,8,9.8733,0.0,0.1606,0
11,37.68,-0.411,10,2.02,1,50.0,14.32,1,0.695,10.6,39.0,69.0,4,133.93,24,9.0831,0.3702,0.1836,0
10,52.48,0.183,14,1.35,0,0.0,0.0,1,0.586,1.8,28.0,91.0,3,150.12,8,9.542,0.0,0.09,0
10,36.13,-1.066,15,4.23,1,34.0,20.46,1,0.549,6.5,44.0,82.0,7,132.57,24,8.667,0.551,0.2644,0
17,93.84,-0.633,11,8.51,0,12.0,0.0,1,0.826,10.6,75.0,72.0,4,367.9,8,13.1575,0.0,0.7092,0
14,27.73,-0.299,12,2.39,0,5.0,0.0,0,,,41.0,38.0,8,537.76,24,9.0935,0.0,0.1838,1
6,21.85,0.233,9,3.28,1,44.0,37.15,0,,,48.0,71.0,4,431.52,4,6.0887,1.6258,0.328,1
14,75.13,-0.453,9,1.05,1,84.0,14.37,0,,,26.0,28.0,7,73.91,8,11.7325,0.1888,0.105,1
14,82.83,0.503,16,3.43,1,62.0,9.31,0,,,22.0,67.0,4,154.13,12,11.9934,0.1111,0.2018,1
13,34.36,0.862,17,3.51,0,1.0,0.0,0,,,15.0,44.0,1,378.6,8,9.4098,0.0,0.195,1
6,10.3,-1.462,13,0.77,0,3.0,0.0,0,,,40.0,71.0,1,123.32,4,4.7184,0.0,0.055,1
10,72.78,-1.188,10,1.15,1,81.0,25.04,1,0.783,7.0,49.0,45.0,5,88.36,4,10.3136,0.3394,0.1045,0
23,160.65,-0.108,19,7.03,1,34.0,38.25,0,,,59.0,70.0,6,127.25,12,16.1618,0.2366,0.3515,1
9,73.58,1.276,8,4.04,0,6.0,0.0,0,,,55.0,60.0,5,122.05,12,9.9285,0.0,0.4489,1
7,72.46,-1.043,9,2.36,0,3.0,0.0,1,0.746,9.9,54.0,77.0,2,372.92,8,8.9348,0.0,0.236,0
13,18.0,-0.393,12,1.88,1,80.0,12.93,0,,,70.0,31.0,3,192.68,52,7.7705,0.6805,0.1446,1
8,28.02,-0.851,13,1.54,0,4.0,0.0,0,,,25.0,21.0,2,151.01,8,7.4002,0.0,0.11,1
21,93.7,1.084,14,6.74,0,9.0,0.0,1,0.757,15.4,22.0,59.0,11,1443.9,8,14.0665,0.0,0.4493,0
9,32.71,1.133,16,1.3,1,52.0,11.16,1,0.548,45.9,52.0,85.0,1,691.04,4,8.1,0.3311,0.0765,0
16,53.28,0.18,19,4.9,1,64.0,43.39,0,,,66.0,70.0,9,214.68,8,11.3163,0.7994,0.245,1
16,56.42,0.169,14,2.09,1,49.0,36.69,1,0.74,0.7,51.0,72.0,6,419.9,24,11.4756,0.639,0.1393,0
9,43.27,0.044,10,1.1,0,19.0,0.0,0,,,16.0,37.0,3,64.79,8,8.7275,0.0,0.1,1
5,63.45,0.591,12,1.77,1,62.0,11.36,1,0.831,13.4,39.0,19.0,5,43.14,4,7.4643,0.1763,0.1362,0
6,40.03,-0.25,7,1.03,0,5.0,0.0,0,,,94.0,48.0,1,69.86,8,7.2277,0.0,0.1288,1
8,17.62,0.167,10,1.67,0,8.0,0.0,0,,,24.0,32.0,2,119.16,24,6.4252,0.0,0.1518,1
12,40.45,0.94,14,2.28,0,15.0,0.0,1,0.725,5.9,59.0,83.0,6,172.54,4,9.5531,0.0,0.152,0
24,123.25,0.832,20,11.49,0,2.0,0.0,0,,,54.0,53.0,14,422.18,8,15.5224,0.0,0.5471,1
9,42.64,0.818,14,3.18,1,61.0,17.59,0,,,32.0,23.0,6,419.36,12,8.6945,0.4031,0.212,1
22,21.54,-0.328,8,1.52,1,43.0,19.86,0,,,32.0,56.0,3,713.74,8,9.768,0.8811,0.1689,1
12,17.15,-0.653,7,3.79,0,6.0,0.0,0,,,46.0,76.0,6,81.69,24,7.4349,0.0,0.4738,1
10,5.17,0.953,7,4.48,0,7.0,0.0,0,,,38.0,62.0,1,91.1,4,4.3634,0.0,0.56,1
10,137.05,-0.193,6,1.14,0,7.0,0.0,0,,,27.0,50.0,2,156.41,4,11.8159,0.0,0.1629,1
8,20.42,-1.349,14,1.63,0,0.0,0.0,0,,,87.0,40.0,1,424.77,4,6.733,0.0,0.1087,1
20,101.33,0.832,16,4.19,1,22.0,37.82,0,,,53.0,73.0,5,387.14,8,14.0907,0.3696,0.2465,1
12,55.94,-0.128,10,3.04,0,4.0,0.0,0,,,29.0,41.0,0,174.04,8,10.3675,0.0,0.2764,1
25,44.42,-0.254,26,4.78,1,73.0,64.32,1,0.706,6.0,76.0,81.0,14,948.89,24,12.4327,1.4161,0.177,0
9,8.34,-0.525,9,3.05,0,1.0,0.0,0,,,38.0,56.0,4,70.78,12,5.1447,0.0,0.305,1
13,28.69,-1.333,7,1.79,1,49.0,13.36,0,,,20.0,71.0,2,197.17,52,8.9485,0.45,0.2238,1
18,78.51,1.168,20,13.03,1,45.0,25.62,0,,,27.0,44.0,8,287.43,8,12.8845,0.3222,0.6205,1
14,45.85,-0.572,9,4.75,0,1.0,0.0,1,0.905,25.3,33.0,54.0,1,254.38,12,10.4177,0.0,0.475,0
10,11.85,-0.087,11,2.16,0,7.0,0.0,0,,,48.0,44.0,3,167.9,4,6.1227,0.0,0.18,1
31,173.21,0.968,22,2.09,0,7.0,0.0,0,,,80.0,60.0,10,1022.7,8,17.8841,0.0,0.0909,1
6,70.01,-1.194,14,0.99,1,71.0,7.27,1,0.851,7.9,13.0,95.0,3,131.38,12,8.2951,0.1024,0.066,0
8,14.68,-0.495,16,2.98,1,77.0,11.56,1,0.865,16.7,46.0,26.0,7,633.03,12,6.0476,0.7372,0.1753,0
9,20.93,-1.092,8,1.93,0,5.0,0.0,1,0.856,4.4,21.0,46.0,4,95.96,24,7.1101,0.0,0.2144,0
20,99.24,0.364,22,0.95,1,54.0,38.31,0,,,19.0,27.0,8,325.63,4,14.0278,0.3822,0.0413,1
11,58.39,0.33,15,2.67,0,16.0,0.0,0,,,65.0,60.0,2,965.35,4,10.1487,0.0,0.1669,1
8,20.41,-0.015,10,2.74,1,10.0,10.25,0,,,37.0,69.0,3,519.96,8,6.732,0.4787,0.2491,1
26,53.09,0.386,19,2.93,1,79.0,40.1,0,,,50.0,76.0,9,414.65,4,13.1525,0.7414,0.1465,1
8,31.84,-0.133,9,1.46,0,1.0,0.0,1,0.881,8.1,43.0,64.0,11,128.16,4,7.6719,0.0,0.146,0
27,22.09,-0.054,14,4.04,1,29.0,52.08,0,,,73.0,90.0,5,418.87,4,10.4611,2.2555,0.2693,1
2,26.68,-1.094,10,1.74,0,2.0,0.0,0,,,51.0,48.0,2,206.07,8,3.6482,0.0,0.1582,1
9,54.23,-0.173,16,1.15,0,1.0,0.0,0,,,41.0,75.0,5,382.4,12,9.2368,0.0,0.0676,1
16,70.21,-0.626,9,3.17,0,4.0,0.0,0,,,92.0,64.0,6,558.05,4,12.0854,0.0,0.317,1
8,19.29,-0.586,12,3.92,0,1.0,0.0,0,,,57.0,50.0,5,143.12,8,6.6139,0.0,0.3015,1
29,30.7,1.627,16,4.38,0,0.0,0.0,0,,,37.0,53.0,13,638.95,8,11.7556,0.0,0.2576,1
7,20.96,-0.038,7,2.77,0,14.0,0.0,1,0.911,25.5,62.0,82.0,1,205.68,8,6.4239,0.0,0.3462,0
25,63.76,-0.151,15,1.84,0,6.0,0.0,0,,,44.0,49.0,5,397.34,24,13.5885,0.0,0.115,1
27,73.99,1.989,18,3.58,1,89.0,21.75,1,0.879,10.0,61.0,42.0,6,1791.49,4,14.3863,0.29,0.1884,0
4,26.73,-0.949,8,0.95,0,3.0,0.0,1,0.62,29.2,55.0,83.0,4,60.08,12,5.3474,0.0,0.1056,0
13,45.6,0.49,8,3.09,1,54.0,31.95,1,0.732,23.7,20.0,52.0,5,273.37,8,10.1382,0.6856,0.3433,0
15,31.29,-0.347,13,3.4,1,53.0,21.85,0,,,68.0,68.0,4,982.95,4,9.6341,0.6767,0.2429,1
10,34.35,-0.453,7,3.05,0,5.0,0.0,1,0.803,5.2,54.0,86.0,3,228.14,8,8.5492,0.0,0.3812,0
28,194.42,0.726,15,5.79,1,76.0,29.32,0,,,24.0,90.0,13,409.68,12,17.763,0.15,0.3619,1
11,21.07,0.122,7,2.64,0,15.0,0.0,1,0.953,7.0,27.0,79.0,1,284.46,4,7.6888,0.0,0.33,0
23,104.99,-0.971,17,6.02,1,82.0,13.21,0,,,6.0,65.0,10,754.61,8,14.8204,0.1246,0.3344,1
9,13.72,-1.943,10,1.82,1,53.0,12.12,1,0.836,24.4,38.0,72.0,1,225.89,24,6.1921,0.8234,0.1655,0
12,34.85,-0.341,14,1.97,0,0.0,0.0,0,,,40.0,60.0,2,277.55,24,9.1808,0.0,0.1313,1
16,58.6,1.0,15,8.13,0,4.0,0.0,1,0.897,1.2,59.0,64.0,6,77.49,12,11.5812,0.0,0.5081,0
27,45.54,0.277,9,4.44,0,14.0,0.0,0,,,34.0,58.0,10,441.87,8,12.7967,0.0,0.444,1
21,94.95,-0.709,16,4.34,1,30.0,44.56,0,,,63.0,72.0,12,478.97,4,14.107,0.4644,0.2553,1
24,70.18,0.498,10,9.78,1,77.0,24.64,0,,,68.0,49.0,3,940.46,12,13.7292,0.3462,0.8891,1
35,153.61,1.276,23,4.36,0,4.0,0.0,1,0.718,1.2,67.0,65.0,6,411.16,4,18.0642,0.0,0.1817,0
16,48.83,0.43,7,7.14,0,5.0,0.0,0,,,72.0,93.0,8,328.2,8,11.0739,0.0,0.8925,1
20,139.96,-0.331,16,2.27,0,5.0,0.0,1,0.883,8.7,42.0,58.0,8,276.35,12,15.0657,0.0,0.1335,0
21,19.82,0.316,24,3.31,0,6.0,0.0,0,,,26.0,93.0,8,364.71,12,9.3841,0.0,0.1324,1
15,40.54,0.282,10,2.83,0,0.0,0.0,0,,,28.0,30.0,3,287.57,8,10.3325,0.0,0.2573,1
19,78.87,0.507,18,7.05,1,45.0,16.98,1,0.522,5.2,75.0,25.0,8,813.66,24,13.1225,0.2126,0.3711,0
13,37.03,0.367,17,3.71,1,77.0,36.01,0,,,54.0,42.0,4,812.64,12,9.6019,0.9469,0.2061,1
24,119.49,0.668,16,3.55,1,59.0,26.59,1,0.784,2.8,77.0,59.0,7,351.38,4,15.4235,0.2207,0.2088,0
14,221.67,-0.938,21,6.36,0,4.0,0.0,1,0.717,17.3,75.0,29.0,8,329.91,24,14.6389,0.0,0.2891,0
19,87.44,0.719,12,4.85,0,2.0,0.0,0,,,22.0,54.0,10,535.81,12,13.4278,0.0,0.3731,1
12,13.66,0.641,11,2.52,0,3.0,0.0,0,,,60.0,77.0,6,330.59,4,6.8872,0.0,0.21,1
13,21.91,-0.249,11,1.75,0,1.0,0.0,1,0.804,78.1,35.0,92.0,2,367.59,12,8.2644,0.0,0.1458,0
22,23.6,-0.456,5,1.88,1,48.0,41.98,1,0.818,6.5,29.0,53.0,2,254.48,12,10.0422,1.7065,0.3133,0
7,18.62,0.238,7,3.16,0,10.0,0.0,0,,,40.0,74.0,1,128.18,8,6.1896,0.0,0.395,1
26,72.84,1.17,13,6.83,0,12.0,0.0,0,,,58.0,65.0,15,301.74,12,14.1784,0.0,0.4879,1
10,53.5,0.985,13,1.78,0,3.0,0.0,1,0.701,0.7,45.0,81.0,4,718.28,12,9.5873,0.0,0.1271,0
21,38.93,0.608,15,2.02,0,3.0,0.0,0,,,70.0,43.0,6,363.53,12,11.3971,0.0,0.1262,1
25,39.11,-0.336,18,6.5,1,57.0,75.13,1,0.858,1.3,57.0,88.0,8,421.27,24,12.0277,1.8731,0.3421,0
14,49.46,0.738,22,3.77,1,61.0,12.89,0,,,20.0,47.0,3,229.05,12,10.6188,0.2554,0.1639,1
34,13.33,0.56,17,2.51,1,72.0,44.67,0,,,95.0,63.0,13,125.16,12,9.4656,3.1172,0.1394,1
15,106.06,-0.741,12,3.85,1,49.0,15.6,0,,,62.0,80.0,4,361.42,8,12.9574,0.1457,0.2962,1
21,161.65,1.055,23,3.56,1,25.0,57.16,0,,,26.0,51.0,15,347.0,12,15.7384,0.3514,0.1483,1
7,27.62,-0.263,13,5.7,0,2.0,0.0,0,,,56.0,41.0,1,237.76,24,6.9747,0.0,0.4071,1
6,32.4,-0.087,11,2.73,1,91.0,54.6,1,0.805,6.8,69.0,65.0,1,191.35,8,6.8273,1.6347,0.2275,0
28,78.16,1.697,15,3.75,1,86.0,65.91,1,0.825,11.4,45.0,91.0,8,409.47,24,14.72,0.8326,0.2344,0
28,142.98,1.188,19,3.66,1,60.0,25.56,1,0.869,8.6,49.0,69.0,4,385.6,12,16.7344,0.1775,0.183,0
16,65.15,0.196,15,3.26,1,67.0,21.09,0,,,47.0,70.0,7,161.0,8,11.8766,0.3188,0.2037,1
10,29.36,0.164,8,1.63,0,2.0,0.0,1,0.373,12.5,21.0,61.0,3,284.39,4,8.1843,0.0,0.1811,0
13,12.58,-0.898,15,2.06,1,72.0,31.74,0,,,31.0,74.0,4,204.12,8,6.8842,2.3373,0.1288,1
17,28.38,0.2,10,2.86,0,1.0,0.0,0,,,67.0,56.0,5,167.02,4,9.7704,0.0,0.26,1
28,138.32,0.298,23,1.87,1,84.0,34.08,1,0.947,6.5,32.0,64.0,11,677.79,4,16.6236,0.2446,0.0779,0
21,107.08,0.634,20,2.45,1,51.0,77.57,0,,,56.0,66.0,5,574.29,12,14.475,0.7177,0.1167,1
12,107.41,-0.29,20,1.44,1,53.0,31.18,0,,,39.0,56.0,8,108.02,8,12.0191,0.2876,0.0686,1
18,66.32,-0.016,13,4.22,1,73.0,62.42,1,0.98,2.9,80.0,51.0,2,414.41,24,12.3945,0.9272,0.3014,0
18,175.25,0.172,20,2.92,1,52.0,59.94,0,,,66.0,47.0,11,422.43,4,15.2284,0.3401,0.139,1
12,41.68,-0.029,9,1.14,1,63.0,8.32,0,,,28.0,61.0,3,62.02,52,9.6281,0.1949,0.114,1
16,41.03,0.38,12,7.73,1,44.0,19.87,0,,,44.0,73.0,2,89.41,8,10.5916,0.4728,0.5946,1
14,33.67,0.317,15,7.79,0,19.0,0.0,0,,,60.0,88.0,8,365.99,12,9.6024,0.0,0.4869,1
23,22.05,1.498,9,1.74,0,5.0,0.0,0,,,26.0,77.0,4,548.49,8,9.9717,0.0,0.174,1
24,50.14,0.046,21,4.16,1,50.0,38.85,0,,,50.0,50.0,10,632.92,12,12.6649,0.7597,0.1891,1
16,45.27,0.475,15,2.19,0,5.0,0.0,0,,,80.0,56.0,5,241.22,52,10.8639,0.0,0.1369,1
17,63.07,0.328,11,3.39,0,11.0,0.0,1,0.56,9.4,75.0,79.0,3,330.17,8,12.0239,0.0,0.2825,0
24,127.09,1.778,19,4.55,1,62.0,33.05,0,,,31.0,54.0,20,215.71,4,15.6203,0.258,0.2275,1
18,70.37,0.847,17,3.25,0,5.0,0.0,1,0.729,4.2,29.0,39.0,5,244.52,8,12.5665,0.0,0.1806,0
25,161.41,1.265,17,7.32,1,61.0,23.41,0,,,12.0,92.0,12,162.82,8,16.5841,0.1441,0.4067,1
20,50.05,0.214,13,4.58,0,14.0,0.0,1,0.782,10.7,65.0,70.0,6,308.31,8,11.9735,0.0,0.3271,0
18,27.21,0.159,12,5.08,0,6.0,0.0,1,0.831,5.3,49.0,66.0,4,144.56,8,9.8335,0.0,0.3908,0
24,57.14,0.79,18,3.7,1,62.0,23.0,0,,,57.0,54.0,10,1181.89,24,13.0778,0.3956,0.1947,1
20,72.44,0.875,16,4.18,1,69.0,18.95,0,,,76.0,33.0,9,214.45,8,13.0807,0.258,0.2459,1
8,138.92,0.63,9,3.64,0,10.0,0.0,1,0.772,2.8,42.0,79.0,6,490.77,24,10.8566,0.0,0.364,0
10,75.77,0.278,17,4.0,1,35.0,10.94,0,,,63.0,30.0,7,360.3,52,10.4088,0.1425,0.2222,1
18,26.99,-0.279,8,1.25,0,8.0,0.0,1,0.726,0.4,43.0,32.0,7,344.52,24,9.8104,0.0,0.1389,0
10,68.4,0.104,7,3.74,0,0.0,0.0,0,,,73.0,7.0,4,148.16,8,10.1668,0.0,0.4675,1
11,31.12,0.967,12,1.45,0,1.0,0.0,0,,,41.0,50.0,4,229.28,24,8.6213,0.0,0.1115,1
33,28.57,0.08,22,4.68,1,70.0,86.53,0,,,32.0,51.0,12,378.24,8,11.9429,2.9263,0.2035,1
7,20.12,-0.855,15,3.25,0,10.0,0.0,0,,,91.0,73.0,5,205.73,4,6.3428,0.0,0.2031,1
16,41.36,1.194,16,3.45,1,47.0,23.03,1,0.591,34.6,72.0,79.0,6,325.58,12,10.6138,0.5437,0.2029,0
10,47.24,0.048,8,1.59,1,58.0,20.61,1,0.893,7.7,33.0,34.0,1,286.27,12,9.2947,0.4272,0.1767,0
17,25.65,0.689,24,2.32,1,90.0,21.07,1,0.851,18.3,86.0,71.0,12,816.69,12,9.4885,0.7906,0.0928,0
12,27.59,-1.283,11,3.88,1,77.0,22.76,1,0.86,2.5,41.0,63.0,3,512.65,52,8.6004,0.7961,0.3233,0
20,64.94,-0.367,25,5.1,0,5.0,0.0,0,,,91.0,32.0,8,2096.09,8,12.7527,0.0,0.1962,1
12,31.62,0.083,18,2.91,0,4.0,0.0,0,,,7.0,62.0,5,197.44,4,8.9387,0.0,0.1532,1
13,12.21,0.116,7,1.69,0,7.0,0.0,0,,,51.0,78.0,3,215.19,12,6.8113,0.0,0.2112,1
16,21.37,-0.645,9,2.81,0,3.0,0.0,0,,,45.0,76.0,2,420.61,8,8.8048,0.0,0.281,1
18,46.55,0.659,17,2.75,0,9.0,0.0,1,0.796,27.1,64.0,88.0,3,237.38,4,11.3708,0.0,0.1528,0
25,37.87,-0.262,21,2.08,1,77.0,22.93,0,,,46.0,83.0,9,230.67,24,11.9254,0.5899,0.0945,1
32,95.45,1.291,14,12.26,1,88.0,69.91,0,,,84.0,89.0,13,324.02,8,15.9756,0.7248,0.8173,1
10,37.94,-0.018,10,3.21,1,79.0,19.75,0,,,56.0,23.0,3,931.95,8,8.7811,0.5072,0.2918,1
8,27.58,-0.698,5,2.38,1,82.0,19.55,1,0.835,2.1,56.0,87.0,0,70.49,24,7.3667,0.684,0.3967,0
5,18.42,-0.982,17,1.62,0,9.0,0.0,0,,,60.0,86.0,3,317.69,24,5.3149,0.0,0.09,1
13,25.3,-0.299,8,5.33,0,4.0,0.0,1,0.806,5.4,76.0,41.0,5,411.76,4,8.6286,0.0,0.5922,0
22,46.43,-0.088,10,4.77,1,36.0,23.56,1,0.955,0.9,54.0,85.0,11,464.4,8,12.1007,0.4967,0.4336,0
24,19.4,-0.394,13,4.41,1,25.0,14.84,1,0.861,14.5,51.0,49.0,4,236.88,24,9.7066,0.7275,0.315,0
17,29.15,0.111,23,5.37,0,5.0,0.0,0,,,41.0,48.0,7,320.98,52,9.8451,0.0,0.2238,1
18,52.31,0.595,8,5.41,0,0.0,0.0,1,0.564,5.3,30.0,53.0,8,261.17,12,11.7075,0.0,0.6011,0
19,16.49,0.684,14,1.22,0,19.0,0.0,0,,,55.0,42.0,6,545.42,24,8.5727,0.0,0.0813,1
20,33.39,0.463,16,3.93,0,4.0,0.0,0,,,33.0,27.0,3,987.72,8,10.7708,0.0,0.2312,1
12,59.27,-0.647,15,12.72,0,14.0,0.0,1,0.83,0.1,52.0,57.0,7,180.23,4,10.5133,0.0,0.795,0
1,18.83,0.235,9,2.28,1,81.0,14.99,1,0.849,17.8,72.0,39.0,3,283.9,8,2.0706,0.7559,0.228,0
35,100.11,1.379,17,4.16,1,52.0,65.92,0,,,84.0,57.0,7,229.48,24,16.5423,0.652,0.2311,1
19,33.66,0.218,19,10.46,1,84.0,36.23,0,,,64.0,88.0,7,430.27,24,10.6216,1.0453,0.523,1
15,125.1,0.684,8,1.89,0,5.0,0.0,1,0.599,22.0,23.0,46.0,8,855.51,8,13.4112,0.0,0.21,0
24,234.35,0.631,18,2.81,0,10.0,0.0,0,,,52.0,66.0,7,359.69,8,17.5785,0.0,0.1479,1
29,122.37,1.457,14,3.73,0,5.0,0.0,0,,,52.0,99.0,7,417.61,8,16.3774,0.0,0.2487,1
12,32.2,0.27,13,1.99,0,6.0,0.0,1,0.974,3.5,47.0,66.0,4,182.97,8,8.9839,0.0,0.1421,0
20,79.14,0.644,21,5.47,1,75.0,37.73,0,,,53.0,84.0,9,240.17,4,13.3465,0.4708,0.2486,1
13,34.71,-0.817,15,2.89,0,7.0,0.0,0,,,71.0,86.0,8,586.58,12,9.4358,0.0,0.1806,1
7,32.86,-0.409,8,2.8,1,16.0,9.61,1,0.879,37.8,32.0,90.0,3,527.17,4,7.3243,0.2838,0.3111,0
13,42.65,-0.374,19,2.81,1,51.0,23.54,1,0.843,6.6,80.0,89.0,5,264.98,12,9.9656,0.5393,0.1405,0
29,42.1,0.232,17,4.56,0,10.0,0.0,0,,,57.0,83.0,5,390.43,8,12.8005,0.0,0.2533,1
18,37.86,0.874,16,1.71,0,3.0,0.0,1,0.808,8.3,88.0,60.0,6,279.6,8,10.7765,0.0,0.1006,0
3,8.49,-0.345,10,1.07,1,48.0,25.53,0,,,18.0,48.0,0,93.42,8,3.1195,2.6902,0.0973,1
20,52.54,0.674,20,2.96,1,57.0,19.37,1,0.806,8.4,58.0,71.0,9,62.8,8,12.1185,0.3618,0.141,0
29,24.96,0.536,15,2.51,0,10.0,0.0,1,0.861,4.7,79.0,48.0,5,1011.32,4,11.0762,0.0,0.1569,0
31,74.46,1.85,18,6.67,1,46.0,74.08,0,,,57.0,69.0,17,945.87,4,14.9845,0.9817,0.3511,1
14,45.03,-0.221,17,3.05,0,9.0,0.0,1,0.732,22.5,62.0,87.0,1,381.76,24,10.3699,0.0,0.1694,0
5,14.9,-0.716,10,2.25,1,51.0,10.38,1,0.93,33.8,21.0,63.0,1,85.9,24,4.9566,0.6528,0.2045,0
14,38.46,0.779,16,1.93,0,19.0,0.0,0,,,39.0,20.0,2,1202.37,24,9.9529,0.0,0.1135,1
18,55.89,0.734,16,3.66,0,4.0,0.0,0,,,56.0,61.0,6,466.09,4,11.8988,0.0,0.2153,1
27,38.94,0.07,18,1.62,1,69.0,22.58,0,,,64.0,38.0,9,591.21,8,12.2871,0.5653,0.0853,1
32,71.07,0.573,19,3.32,1,24.0,38.47,1,0.845,14.2,31.0,67.0,12,522.06,4,14.9568,0.5338,0.166,0
27,115.17,0.733,15,2.41,0,1.0,0.0,1,0.895,10.0,20.0,27.0,7,501.58,8,15.8448,0.0,0.1506,0
11,29.15,-0.781,17,4.09,1,43.0,20.77,0,,,53.0,53.0,2,255.95,4,8.4641,0.6889,0.2272,1
5,26.16,-0.214,9,1.57,0,9.0,0.0,1,0.589,19.0,80.0,81.0,4,439.02,4,5.9159,0.0,0.157,0
4,13.19,-0.324,8,1.93,1,64.0,12.0,1,0.811,60.4,33.0,37.0,3,290.21,4,4.2691,0.8457,0.2144,0
13,56.99,0.04,13,2.81,0,3.0,0.0,1,0.688,3.6,40.0,73.0,6,181.87,4,10.7153,0.0,0.2007,0
15,14.11,-0.454,8,4.76,0,7.0,0.0,1,0.878,0.3,75.0,62.0,1,516.76,12,7.5286,0.0,0.5289,0
15,22.71,0.752,13,3.6,1,42.0,22.77,1,0.937,30.4,62.0,64.0,5,319.06,4,8.7777,0.9604,0.2571,0
16,77.44,-0.942,14,3.7,0,2.0,0.0,1,0.734,25.6,40.0,35.0,4,391.29,52,12.3594,0.0,0.2467,0
4,20.62,-0.776,7,3.42,0,13.0,0.0,0,,,22.0,50.0,0,98.18,4,4.9468,0.0,0.4275,1
19,45.79,-0.522,18,2.55,1,26.0,11.68,1,0.905,1.1,33.0,30.0,6,610.31,4,11.5206,0.2496,0.1342,0
22,24.09,-0.326,13,1.82,1,38.0,43.02,1,0.557,2.0,58.0,48.0,10,112.24,8,10.104,1.7146,0.13,0
13,29.95,-1.145,13,2.11,1,76.0,13.14,1,0.639,5.4,45.0,51.0,1,82.19,24,9.0582,0.4246,0.1507,0
21,66.13,0.693,11,4.2,1,26.0,42.5,1,0.469,24.5,46.0,70.0,7,331.52,4,13.0029,0.6331,0.35,0
20,43.27,0.065,15,1.01,1,67.0,23.98,0,,,50.0,87.0,7,446.46,4,11.5397,0.5417,0.0631,1
33,46.67,0.559,18,2.06,0,1.0,0.0,0,,,80.0,90.0,9,137.37,12,13.6269,0.0,0.1084,1
10,32.33,-0.958,14,2.28,0,7.0,0.0,1,0.599,12.6,54.0,76.0,3,158.42,12,8.4081,0.0,0.152,0
10,19.34,-1.455,9,3.51,0,6.0,0.0,1,0.777,4.2,38.0,79.0,2,252.19,8,7.2239,0.0,0.351,0
24,94.0,1.263,19,3.22,1,59.0,43.77,1,0.775,2.9,20.0,69.0,6,200.31,8,14.6584,0.4607,0.161,0
17,30.01,0.135,14,3.9,1,48.0,11.24,1,0.943,22.1,37.0,86.0,3,592.69,4,9.9264,0.3625,0.26,0
13,70.19,0.661,13,3.85,0,8.0,0.0,1,0.721,1.9,18.0,79.0,13,1032.08,24,11.2565,0.0,0.275,0
22,55.08,0.687,13,5.43,1,8.0,35.02,0,,,64.0,80.0,8,637.58,12,12.6259,0.6245,0.3879,1
13,23.18,0.135,12,7.6,0,13.0,0.0,0,,,28.0,73.0,2,272.68,12,8.4068,0.0,0.5846,1
17,43.73,-0.678,7,2.4,1,58.0,6.4,0,,,48.0,47.0,0,531.34,4,10.9853,0.1431,0.3,1
10,10.06,-1.308,6,1.42,1,45.0,5.77,0,,,62.0,39.0,1,76.67,8,5.7629,0.5217,0.2029,1
10,32.88,0.687,9,2.18,0,2.0,0.0,1,0.789,12.3,55.0,92.0,1,123.59,52,8.4474,0.0,0.218,0
