region,gender,age,occupation,monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,repaid
West Africa,Male,64,Informal worker,22,21.26,0.492,15,3.68,0,8.0,0.0,0,,,35.0,21.0,6,758.02,12,1
West Africa,Female,30,Informal worker,28,126.17,-0.614,14,6.6,1,29.0,42.42,1,0.641,16.5,72.0,68.0,4,1019.35,52,1
West Africa,Female,32,Trader,20,141.87,-0.483,15,2.8,0,5.0,0.0,0,,,59.0,41.0,5,264.55,12,1
West Africa,Male,51,Farmer,25,32.86,-0.5,12,3.24,1,29.0,38.5,1,0.423,12.7,70.0,50.0,8,269.31,8,1
Southern Africa,Male,61,Salaried,14,157.27,-0.121,21,3.08,0,2.0,0.0,0,,,57.0,51.0,6,354.34,12,1
West Africa,Male,31,Self-employed,37,80.97,0.618,22,3.07,1,88.0,51.72,0,,,21.0,93.0,9,545.42,4,1
East Africa,Male,50,Farmer,23,58.58,0.089,12,3.73,1,41.0,27.08,1,0.77,12.3,29.0,31.0,9,254.98,12,0
Southern Africa,Male,19,Trader,7,55.1,-0.234,9,1.77,1,69.0,10.92,0,,,68.0,71.0,1,328.73,4,1
East Africa,Male,44,Self-employed,8,41.61,0.558,14,1.84,0,5.0,0.0,1,0.908,15.0,64.0,41.0,1,238.61,24,1
West Africa,Male,64,Farmer,15,49.5,0.787,19,2.98,0,3.0,0.0,1,0.752,15.2,82.0,80.0,8,277.38,4,1
Southern Africa,Female,40,Farmer,8,23.0,0.648,9,4.11,0,13.0,0.0,0,,,18.0,84.0,4,168.25,12,1
Southern Africa,Female,48,Trader,18,54.2,-0.916,10,3.46,0,20.0,0.0,1,0.808,34.7,53.0,61.0,4,68.32,4,1
Southern Africa,Female,50,Trader,25,36.79,0.278,17,2.49,0,4.0,0.0,1,0.489,5.3,84.0,89.0,4,590.05,24,1
West Africa,Female,47,Informal worker,40,122.27,0.69,10,4.79,0,2.0,0.0,1,0.898,20.4,35.0,74.0,6,357.6,8,1
West Africa,Male,50,Informal worker,29,62.45,1.155,21,3.36,1,62.0,15.01,0,,,21.0,79.0,11,279.03,12,0
Central Africa,Male,59,Trader,17,33.16,-0.469,22,3.51,0,3.0,0.0,0,,,50.0,83.0,8,383.75,12,1
East Africa,Female,18,Trader,12,17.52,-0.375,4,2.14,0,4.0,0.0,1,0.796,1.6,45.0,32.0,2,76.37,4,1
West Africa,Female,59,Farmer,22,16.0,-0.138,18,3.88,1,93.0,17.89,0,,,69.0,82.0,7,128.32,4,1
East Africa,Female,60,Farmer,4,18.24,-0.217,7,1.32,0,12.0,0.0,0,,,83.0,67.0,0,70.2,4,0
Southern Africa,Female,60,Farmer,10,30.36,0.314,2,5.48,0,6.0,0.0,0,,,0.0,82.0,0,352.89,24,0
Central Africa,Female,35,Trader,19,101.74,-1.367,12,1.91,1,71.0,39.19,1,0.564,23.3,74.0,88.0,9,108.2,8,1
West Africa,Female,45,Salaried,1,55.23,-0.7,12,1.04,1,85.0,8.73,1,0.689,8.9,38.0,56.0,1,173.6,24,1
Central Africa,Female,34,Self-employed,12,33.89,0.798,14,1.98,0,2.0,0.0,0,,,21.0,13.0,4,94.87,4,1
West Africa,Female,57,Farmer,17,61.35,0.925,22,4.17,1,65.0,15.13,1,0.923,15.1,49.0,39.0,5,648.45,24,1
East Africa,Male,37,Informal worker,9,26.98,0.251,7,1.47,1,83.0,22.11,0,,,45.0,66.0,3,281.34,12,0
East Africa,Male,32,Salaried,13,73.77,-0.486,12,2.17,0,2.0,0.0,1,0.832,6.8,51.0,66.0,5,116.26,12,1
West Africa,Male,50,Trader,5,14.9,-0.716,10,2.25,1,51.0,10.38,1,0.93,33.8,21.0,63.0,1,85.9,24,1
West Africa,Female,20,Self-employed,15,41.33,0.581,24,3.12,0,1.0,0.0,0,,,82.0,68.0,6,306.41,4,0
East Africa,Female,35,Farmer,30,22.52,0.133,12,3.36,0,4.0,0.0,0,,,39.0,57.0,2,380.61,4,1
Central Africa,Male,27,Informal worker,8,28.7,-0.985,5,1.4,1,55.0,10.52,1,0.886,21.2,70.0,31.0,3,853.1,8,0
East Africa,Male,35,Farmer,17,48.75,-0.324,8,3.35,0,3.0,0.0,1,0.696,13.5,25.0,29.0,4,26.08,8,1
Central Africa,Female,39,Trader,22,27.24,1.627,11,2.24,1,49.0,24.02,1,0.83,0.2,31.0,69.0,5,1152.1,4,1
Southern Africa,Male,20,Salaried,3,16.82,-0.058,10,3.13,0,0.0,0.0,1,0.807,0.7,59.0,69.0,4,242.93,4,1
East Africa,Female,58,Informal worker,10,38.44,-1.284,9,0.92,0,4.0,0.0,1,0.694,31.5,65.0,18.0,3,738.18,4,1
Southern Africa,Male,37,Trader,9,26.38,0.72,9,2.96,1,56.0,28.87,0,,,89.0,3.0,1,142.64,12,1
West Africa,Male,34,Informal worker,45,49.56,0.487,30,2.18,1,93.0,23.32,0,,,86.0,71.0,13,105.05,24,1
West Africa,Male,25,Self-employed,11,25.06,0.929,9,3.85,0,1.0,0.0,0,,,17.0,48.0,1,486.66,12,1
Southern Africa,Male,64,Salaried,9,50.07,0.326,6,3.54,0,5.0,0.0,0,,,43.0,63.0,1,215.66,12,1
Southern Africa,Male,58,Informal worker,9,43.53,-2.045,12,2.04,0,3.0,0.0,0,,,38.0,75.0,1,513.1,12,0
West Africa,Male,40,Trader,17,30.38,-1.494,4,1.74,0,17.0,0.0,0,,,32.0,71.0,1,211.3,8,1
East Africa,Male,33,Farmer,15,20.25,-0.15,7,2.43,0,8.0,0.0,0,,,31.0,86.0,7,322.5,24,1
East Africa,Male,39,Trader,9,12.65,-0.084,10,1.15,0,6.0,0.0,1,0.775,20.5,28.0,20.0,2,167.69,8,1
Central Africa,Female,63,Salaried,42,28.49,1.131,25,6.62,1,62.0,82.06,1,0.731,6.6,58.0,82.0,11,431.86,12,1
East Africa,Male,28,Salaried,9,17.36,0.299,13,3.79,0,6.0,0.0,0,,,39.0,70.0,5,408.92,12,0
East Africa,Male,50,Self-employed,14,60.36,-0.179,6,1.98,0,5.0,0.0,0,,,11.0,94.0,7,367.04,4,1
East Africa,Male,60,Trader,5,16.68,-1.257,13,1.63,1,75.0,14.05,0,,,32.0,59.0,0,132.76,8,1
East Africa,Female,53,Self-employed,6,16.08,-0.54,11,0.91,0,1.0,0.0,0,,,31.0,75.0,2,102.99,8,1
Southern Africa,Female,58,Self-employed,5,18.63,-1.408,7,3.23,1,62.0,10.23,1,0.838,9.0,21.0,74.0,3,57.08,52,1
Central Africa,Prefer not to say,62,Informal worker,42,76.88,0.898,19,4.24,1,77.0,50.34,0,,,87.0,82.0,12,634.28,12,1
East Africa,Female,20,Salaried,14,72.92,0.604,12,2.78,0,7.0,0.0,1,0.451,12.1,73.0,36.0,7,202.67,24,0
West Africa,Male,29,Farmer,7,16.61,0.583,12,2.01,0,1.0,0.0,0,,,50.0,84.0,2,70.23,8,1
West Africa,Female,24,Farmer,13,39.98,-0.045,10,2.75,1,32.0,25.08,1,0.69,19.9,29.0,87.0,5,891.92,8,1
Southern Africa,Male,44,Trader,28,31.74,0.636,20,4.52,0,10.0,0.0,0,,,75.0,52.0,15,1462.82,12,0
Southern Africa,Female,37,Trader,18,93.61,-0.661,12,5.32,0,11.0,0.0,1,0.913,12.4,28.0,56.0,5,169.6,24,0
West Africa,Male,19,Trader,6,29.25,0.262,12,1.37,0,1.0,0.0,1,0.812,13.9,46.0,64.0,0,297.89,8,0
West Africa,Male,44,Informal worker,8,11.08,-0.85,3,2.33,0,18.0,0.0,1,0.912,0.8,64.0,53.0,2,367.78,4,0
East Africa,Female,22,Farmer,20,31.53,0.041,15,2.47,1,51.0,19.63,1,0.799,10.7,64.0,86.0,6,851.38,24,1
West Africa,Female,37,Trader,23,76.34,0.696,17,10.14,0,2.0,0.0,0,,,63.0,46.0,5,427.65,12,1
Southern Africa,Prefer not to say,35,Trader,4,48.16,-0.656,8,0.87,1,70.0,6.48,0,,,60.0,57.0,0,79.38,52,1
West Africa,Male,59,Informal worker,7,16.67,-0.132,8,2.6,1,41.0,16.87,1,0.559,36.7,39.0,81.0,0,121.72,12,0
West Africa,Male,50,Self-employed,15,74.18,-0.12,13,1.85,1,70.0,23.06,1,0.754,5.4,20.0,71.0,7,313.5,8,1
Central Africa,Male,47,Farmer,12,41.76,0.018,11,1.8,1,93.0,36.97,1,0.935,6.8,21.0,68.0,1,78.85,24,1
West Africa,Male,57,Salaried,18,155.2,0.098,10,4.06,0,4.0,0.0,1,0.811,13.7,26.0,57.0,5,191.0,24,0
West Africa,Male,26,Self-employed,15,28.15,0.801,14,1.67,1,45.0,20.81,0,,,59.0,53.0,5,572.28,12,1
West Africa,Male,30,Informal worker,27,181.47,-0.123,28,6.89,1,50.0,54.02,0,,,35.0,69.0,9,373.04,12,1
West Africa,Female,53,Informal worker,15,65.96,0.378,13,2.19,1,99.0,48.04,0,,,49.0,82.0,6,285.12,24,1
West Africa,Male,53,Informal worker,18,36.26,0.332,15,2.31,0,18.0,0.0,0,,,52.0,85.0,9,136.45,4,1
West Africa,Female,19,Self-employed,14,70.45,0.298,12,1.55,1,71.0,9.87,1,0.841,49.4,44.0,88.0,2,179.94,24,1
West Africa,Female,28,Trader,14,31.34,-0.336,8,4.2,1,70.0,28.62,0,,,71.0,66.0,8,462.78,4,1
West Africa,Female,28,Salaried,13,46.85,0.848,11,3.17,1,77.0,12.81,1,0.661,32.0,30.0,58.0,3,317.57,12,1
East Africa,Male,18,Farmer,12,40.97,-0.021,18,3.63,0,5.0,0.0,0,,,18.0,23.0,2,567.67,4,1
Southern Africa,Male,49,Trader,20,34.14,-0.668,13,3.86,0,0.0,0.0,0,,,65.0,39.0,10,182.26,8,1
East Africa,Male,20,Informal worker,27,223.51,1.142,22,2.26,0,1.0,0.0,0,,,67.0,32.0,12,1037.98,4,1
West Africa,Female,57,Salaried,8,43.19,1.142,13,2.32,0,10.0,0.0,1,0.792,1.9,83.0,75.0,10,163.18,24,1
East Africa,Male,45,Salaried,22,64.66,-0.224,18,8.62,0,4.0,0.0,1,0.695,21.9,66.0,83.0,6,468.62,24,1
Central Africa,Male,53,Self-employed,15,89.31,-0.379,13,3.26,0,8.0,0.0,0,,,32.0,55.0,5,175.7,24,0
Central Africa,Prefer not to say,41,Informal worker,21,75.92,0.938,20,3.86,1,95.0,24.19,0,,,46.0,17.0,4,99.32,4,1
West Africa,Female,63,Farmer,24,122.95,0.146,22,4.58,0,12.0,0.0,0,,,58.0,57.0,5,777.89,24,1
West Africa,Female,30,Self-employed,6,56.14,0.409,7,2.06,0,3.0,0.0,1,0.448,1.3,68.0,18.0,3,474.95,8,1
West Africa,Male,44,Trader,22,178.45,0.224,10,2.47,0,0.0,0.0,1,0.839,2.1,51.0,73.0,9,260.44,4,0
West Africa,Female,18,Trader,25,78.57,0.18,18,4.08,0,14.0,0.0,0,,,48.0,89.0,8,356.94,4,1
East Africa,Male,57,Farmer,15,41.01,-0.142,9,3.89,1,33.0,6.51,0,,,42.0,67.0,1,137.75,8,0
East Africa,Male,44,Informal worker,30,136.85,0.995,11,3.12,0,0.0,0.0,1,0.64,25.1,82.0,37.0,4,141.18,52,1
West Africa,Female,26,Informal worker,16,52.58,0.408,8,4.8,1,64.0,35.78,1,0.928,3.2,69.0,88.0,3,780.62,4,1
East Africa,Female,56,Salaried,9,17.9,-0.762,9,2.01,1,42.0,15.04,1,0.666,9.1,27.0,72.0,4,97.38,24,1
East Africa,Male,64,Trader,10,25.6,-0.432,7,1.36,0,5.0,0.0,0,,,15.0,67.0,2,217.26,8,1
West Africa,Male,21,Salaried,12,31.8,0.541,19,2.17,1,42.0,31.43,0,,,30.0,68.0,7,289.54,8,1
Southern Africa,Male,57,Informal worker,15,92.8,0.835,11,1.46,0,14.0,0.0,0,,,17.0,60.0,4,1006.67,12,1
West Africa,Female,52,Self-employed,17,31.88,0.554,13,1.99,1,41.0,43.25,0,,,26.0,47.0,6,757.68,24,1
Central Africa,Female,34,Farmer,10,13.46,1.095,14,1.65,0,2.0,0.0,1,0.84,11.0,51.0,84.0,0,383.72,8,1
West Africa,Male,47,Informal worker,12,72.68,-0.168,18,4.11,1,93.0,16.34,1,0.751,0.1,72.0,94.0,3,351.35,4,1
Southern Africa,Male,54,Salaried,13,91.48,0.072,7,1.49,0,20.0,0.0,1,0.592,14.5,19.0,44.0,1,355.02,4,1
Central Africa,Female,40,Farmer,8,10.32,-0.224,12,1.04,0,5.0,0.0,0,,,66.0,54.0,3,236.34,12,1
Central Africa,Female,49,Trader,11,189.95,1.319,9,2.52,1,69.0,26.05,1,0.725,9.1,72.0,88.0,8,355.69,24,1
Southern Africa,Male,20,Trader,4,14.01,-0.37,10,1.65,0,18.0,0.0,1,0.387,2.8,38.0,83.0,6,147.65,52,0
Southern Africa,Female,61,Trader,29,30.7,1.627,16,4.38,0,0.0,0.0,0,,,37.0,53.0,13,638.95,8,1
East Africa,Prefer not to say,61,Farmer,19,19.58,0.014,12,2.03,0,1.0,0.0,1,0.831,2.6,65.0,69.0,4,877.95,4,1
Southern Africa,Male,27,Informal worker,21,62.39,-0.109,9,2.89,0,6.0,0.0,1,0.876,3.8,54.0,66.0,2,121.63,8,0
West Africa,Female,40,Informal worker,21,44.84,1.317,19,1.72,1,69.0,42.52,0,,,65.0,63.0,6,283.5,4,1
East Africa,Female,29,Informal worker,10,45.59,-0.011,13,1.54,0,5.0,0.0,0,,,31.0,70.0,5,92.4,8,0
East Africa,Female,36,Trader,6,18.69,-0.264,11,0.97,1,64.0,13.52,0,,,29.0,95.0,2,133.53,24,1
Central Africa,Female,30,Trader,10,15.72,-0.741,14,4.56,0,2.0,0.0,1,0.907,1.5,50.0,32.0,2,83.73,24,1
East Africa,Female,58,Salaried,18,88.87,0.866,11,5.46,1,84.0,79.32,0,,,52.0,50.0,11,78.14,8,1
East Africa,Male,50,Salaried,14,37.87,-0.608,13,2.7,0,4.0,0.0,1,0.365,0.0,79.0,67.0,9,645.23,4,0
East Africa,Male,57,Informal worker,24,151.12,-0.096,25,6.95,1,28.0,26.66,1,0.852,5.8,58.0,98.0,6,895.32,8,1
West Africa,Female,55,Informal worker,8,68.61,0.727,18,1.95,0,2.0,0.0,1,0.857,4.7,22.0,97.0,9,262.77,8,1
West Africa,Male,52,Self-employed,21,50.29,0.392,22,1.13,1,61.0,21.75,1,0.808,7.4,75.0,69.0,6,230.3,12,1
East Africa,Male,25,Self-employed,8,29.81,-0.295,12,4.31,1,72.0,19.25,1,0.919,6.7,52.0,85.0,5,83.86,4,1
East Africa,Male,56,Informal worker,10,11.64,-0.736,11,2.02,0,14.0,0.0,1,0.868,28.5,46.0,79.0,5,334.46,8,1
West Africa,Female,54,Farmer,23,112.32,0.796,17,2.77,0,20.0,0.0,0,,,48.0,17.0,11,449.85,8,1
East Africa,Prefer not to say,23,Trader,10,29.36,0.164,8,1.63,0,2.0,0.0,1,0.373,12.5,21.0,61.0,3,284.39,4,1
East Africa,Female,22,Informal worker,15,70.12,0.426,6,6.66,1,91.0,12.11,1,0.408,10.3,88.0,64.0,4,746.68,4,1
West Africa,Female,53,Farmer,15,29.62,-0.917,11,2.87,0,6.0,0.0,1,0.825,7.9,30.0,62.0,7,58.78,4,0
East Africa,Male,36,Trader,11,41.96,0.63,9,7.72,1,40.0,18.01,1,0.788,7.0,31.0,39.0,7,165.89,4,1
Southern Africa,Male,33,Trader,14,19.26,0.125,9,2.32,0,11.0,0.0,1,0.71,1.5,55.0,27.0,5,964.25,8,1
West Africa,Prefer not to say,36,Self-employed,10,19.48,-0.45,5,1.1,1,47.0,32.22,1,0.731,18.3,62.0,66.0,2,591.18,24,1
Central Africa,Male,58,Trader,38,191.11,0.915,22,10.79,1,67.0,32.19,0,,,65.0,57.0,14,659.53,12,1
Central Africa,Female,35,Salaried,13,29.47,-0.813,9,1.44,1,51.0,25.34,0,,,34.0,88.0,2,244.62,8,1
East Africa,Female,35,Self-employed,21,56.83,0.721,18,3.71,0,14.0,0.0,0,,,57.0,48.0,6,259.53,12,1
West Africa,Male,36,Informal worker,18,22.95,0.093,19,1.85,0,16.0,0.0,0,,,66.0,78.0,9,628.15,4,1
East Africa,Female,20,Trader,13,23.62,0.461,12,2.17,0,4.0,0.0,1,0.911,9.7,30.0,8.0,5,138.73,12,1
Southern Africa,Male,19,Salaried,13,15.65,-0.003,14,1.51,1,76.0,20.71,1,0.837,21.7,33.0,38.0,1,560.61,12,1
Southern Africa,Male,37,Informal worker,15,34.91,0.123,13,2.88,0,13.0,0.0,1,0.522,22.7,39.0,41.0,3,168.84,24,1
Southern Africa,Male,18,Trader,13,25.89,0.213,13,2.93,0,2.0,0.0,1,0.808,7.1,26.0,72.0,1,538.93,4,1
East Africa,Male,53,Informal worker,20,47.11,0.776,12,3.51,0,10.0,0.0,0,,,48.0,46.0,10,553.13,8,1
East Africa,Male,37,Trader,14,57.84,-0.778,15,2.37,0,0.0,0.0,1,0.292,25.1,82.0,93.0,2,184.64,24,1
West Africa,Female,41,Informal worker,26,143.97,0.934,13,3.33,1,91.0,38.26,0,,,21.0,63.0,4,464.59,4,1
Southern Africa,Male,33,Self-employed,20,77.67,-0.778,16,4.05,1,70.0,24.47,1,0.68,3.0,61.0,62.0,11,255.88,52,1
West Africa,Female,53,Farmer,26,35.0,0.338,13,6.1,1,65.0,25.27,0,,,16.0,28.0,8,413.64,12,1
Southern Africa,Female,38,Self-employed,32,34.27,1.455,22,8.19,1,67.0,28.5,0,,,64.0,42.0,6,141.19,12,1
Central Africa,Male,19,Farmer,18,27.6,0.252,10,4.04,1,69.0,25.83,1,0.626,6.1,28.0,76.0,5,180.44,8,1
West Africa,Male,40,Salaried,23,92.67,0.653,20,3.88,0,0.0,0.0,1,0.961,0.9,74.0,63.0,10,189.64,12,1
East Africa,Female,26,Salaried,24,111.29,0.041,21,2.72,1,78.0,44.39,0,,,58.0,86.0,6,578.59,24,1
West Africa,Female,45,Trader,17,77.82,-0.686,13,1.39,0,1.0,0.0,0,,,7.0,35.0,7,1211.09,12,0
Southern Africa,Female,44,Self-employed,11,148.02,1.027,13,4.35,0,9.0,0.0,0,,,65.0,58.0,2,156.37,12,1
West Africa,Male,40,Self-employed,28,81.71,-0.044,20,14.07,1,25.0,27.03,1,0.776,20.6,80.0,77.0,8,231.59,8,1
Central Africa,Female,36,Farmer,14,44.05,-0.384,21,1.31,0,3.0,0.0,1,0.836,3.2,75.0,41.0,3,379.74,4,0
West Africa,Female,46,Salaried,17,51.82,-0.838,16,4.45,1,56.0,33.05,1,0.947,9.0,18.0,55.0,5,271.35,12,1
Central Africa,Prefer not to say,49,Trader,9,16.46,1.047,16,4.21,0,16.0,0.0,0,,,74.0,69.0,4,1147.92,4,1
Southern Africa,Male,59,Trader,31,55.85,0.079,14,3.05,0,19.0,0.0,1,0.822,2.2,55.0,67.0,9,169.03,24,1
East Africa,Female,63,Trader,17,48.02,0.701,13,4.94,0,3.0,0.0,0,,,41.0,60.0,2,317.81,12,1
Southern Africa,Male,21,Farmer,10,23.14,0.432,18,2.08,0,10.0,0.0,0,,,40.0,74.0,5,299.19,4,1
Southern Africa,Female,49,Trader,20,136.74,0.706,19,5.38,0,12.0,0.0,0,,,32.0,63.0,5,884.25,8,1
Central Africa,Female,21,Trader,11,33.78,0.246,15,2.76,0,6.0,0.0,1,0.778,0.2,24.0,73.0,9,227.47,24,1
West Africa,Female,37,Self-employed,28,52.87,0.649,24,4.41,1,58.0,22.87,1,0.717,0.8,28.0,87.0,9,262.29,12,1
East Africa,Male,52,Farmer,15,22.57,1.024,12,5.07,1,29.0,55.44,0,,,92.0,71.0,3,589.45,4,1
West Africa,Female,43,Salaried,30,71.14,0.423,20,10.84,1,96.0,29.94,0,,,18.0,63.0,12,538.89,12,1
East Africa,Male,55,Trader,23,140.17,-0.413,10,5.11,0,11.0,0.0,0,,,46.0,82.0,7,85.66,8,1
West Africa,Male,60,Trader,14,55.91,0.853,12,1.26,1,63.0,10.23,1,0.745,4.8,20.0,3.0,6,552.66,8,1
East Africa,Female,63,Salaried,15,75.31,0.185,12,1.89,0,4.0,0.0,0,,,19.0,16.0,2,391.2,8,0
East Africa,Female,49,Farmer,7,15.04,-1.762,14,1.22,0,7.0,0.0,0,,,24.0,35.0,1,317.68,12,1
East Africa,Male,49,Farmer,14,96.85,0.135,14,2.23,1,46.0,27.03,0,,,26.0,47.0,11,493.77,8,1
East Africa,Female,55,Self-employed,11,24.7,-0.24,12,1.55,0,7.0,0.0,0,,,48.0,82.0,1,152.37,8,1
Southern Africa,Male,28,Farmer,15,25.24,0.933,13,6.46,1,17.0,35.93,0,,,76.0,36.0,3,218.18,4,1
Southern Africa,Female,32,Farmer,22,77.43,0.339,14,3.71,1,52.0,25.88,0,,,45.0,80.0,15,289.27,4,1
East Africa,Female,34,Informal worker,15,114.8,-0.341,15,4.5,0,1.0,0.0,0,,,49.0,76.0,6,218.0,8,0
East Africa,Female,52,Trader,8,18.11,-0.928,12,3.72,1,85.0,8.24,1,0.963,4.5,51.0,50.0,3,279.58,24,0
Central Africa,Female,34,Informal worker,14,47.71,-0.087,7,3.35,0,1.0,0.0,1,0.707,12.2,51.0,84.0,5,232.85,4,1
West Africa,Female,24,Farmer,8,10.45,0.377,11,1.21,0,3.0,0.0,0,,,59.0,54.0,2,131.36,8,0
West Africa,Male,55,Trader,11,15.23,0.745,8,1.79,0,1.0,0.0,1,0.769,64.5,33.0,83.0,4,140.97,8,0
West Africa,Female,53,Farmer,23,316.7,-0.377,17,3.07,0,1.0,0.0,1,0.517,11.7,62.0,81.0,10,477.78,8,0
Southern Africa,Male,45,Farmer,21,39.28,0.273,23,2.0,1,33.0,28.13,0,,,51.0,50.0,5,499.21,24,1
East Africa,Male,59,Informal worker,22,52.54,0.391,17,8.06,1,86.0,26.22,1,0.568,5.9,35.0,93.0,12,313.99,12,1
Southern Africa,Female,55,Self-employed,17,83.45,0.185,17,4.04,0,7.0,0.0,0,,,75.0,81.0,6,211.09,8,1
Southern Africa,Male,60,Salaried,17,28.76,-0.249,11,1.12,1,49.0,14.06,0,,,41.0,75.0,8,549.87,8,1
West Africa,Male,30,Farmer,16,62.26,-0.91,15,1.71,1,70.0,36.57,1,0.93,7.8,29.0,53.0,2,299.02,12,1
Central Africa,Prefer not to say,23,Self-employed,29,102.76,0.743,10,3.63,1,93.0,24.85,0,,,55.0,51.0,7,474.1,8,1
Southern Africa,Male,34,Salaried,22,42.63,-0.076,16,1.72,0,2.0,0.0,0,,,67.0,61.0,5,599.1,4,0
West Africa,Male,57,Trader,6,74.79,0.207,10,3.98,0,7.0,0.0,1,0.915,8.6,56.0,48.0,4,352.35,12,1
East Africa,Male,61,Trader,12,12.93,-0.157,11,1.96,1,42.0,35.89,0,,,48.0,64.0,2,515.5,4,1
West Africa,Male,23,Trader,12,27.32,0.771,10,0.53,1,95.0,18.04,1,0.786,14.6,50.0,47.0,3,564.76,8,1
West Africa,Female,58,Trader,16,90.27,0.689,8,12.38,0,0.0,0.0,1,0.929,7.6,65.0,19.0,9,119.49,8,1
West Africa,Female,40,Farmer,29,149.85,2.036,12,4.05,1,67.0,34.09,0,,,90.0,79.0,11,745.56,12,1
Central Africa,Female,56,Farmer,15,43.03,-0.29,15,5.52,1,52.0,35.36,0,,,20.0,78.0,5,207.57,8,0
East Africa,Male,50,Self-employed,9,27.55,0.706,13,2.56,0,1.0,0.0,1,0.888,34.2,47.0,51.0,7,153.81,4,1
East Africa,Female,20,Farmer,6,40.22,-0.117,11,1.72,0,5.0,0.0,1,0.622,28.4,49.0,60.0,4,82.35,4,1
Southern Africa,Male,40,Trader,6,10.74,0.162,14,1.92,1,17.0,15.57,0,,,72.0,77.0,3,170.21,24,1
East Africa,Female,22,Self-employed,11,48.53,0.08,16,4.76,1,83.0,61.05,1,0.817,1.3,63.0,68.0,5,455.13,4,1
Central Africa,Female,33,Farmer,18,81.39,0.591,14,4.71,1,61.0,57.49,1,0.888,15.2,18.0,97.0,12,435.61,8,1
Southern Africa,Male,53,Trader,33,46.42,0.358,21,2.13,1,90.0,23.35,1,0.709,3.9,86.0,60.0,12,278.74,24,1
East Africa,Female,50,Trader,16,57.62,1.042,16,5.95,1,91.0,17.31,1,0.926,8.5,57.0,85.0,5,781.41,4,1
East Africa,Female,51,Informal worker,17,54.71,-0.269,14,2.94,1,19.0,33.59,1,0.641,2.4,56.0,92.0,10,224.32,4,1
Central Africa,Male,49,Farmer,4,10.26,-0.368,12,1.58,0,1.0,0.0,0,,,35.0,36.0,2,130.42,8,0
Southern Africa,Female,18,Informal worker,14,32.99,0.219,9,2.63,0,10.0,0.0,0,,,72.0,52.0,1,178.42,8,0
Central Africa,Female,45,Salaried,15,23.5,0.01,21,11.57,0,5.0,0.0,1,0.583,12.0,14.0,70.0,8,354.95,12,1
West Africa,Male,40,Informal worker,27,52.74,1.281,21,4.41,0,3.0,0.0,0,,,78.0,88.0,11,644.37,4,1
Central Africa,Male,42,Salaried,44,69.44,0.806,19,5.15,0,1.0,0.0,0,,,54.0,61.0,10,551.92,8,1
East Africa,Female,28,Informal worker,31,174.95,0.414,23,3.41,1,61.0,28.82,1,0.951,0.5,24.0,57.0,12,137.24,12,1
West Africa,Female,51,Informal worker,7,45.04,0.402,12,1.86,0,9.0,0.0,1,0.886,40.4,36.0,64.0,0,62.99,4,0
East Africa,Female,46,Trader,6,65.73,-0.646,13,2.34,0,21.0,0.0,0,,,85.0,44.0,2,119.13,4,1
Southern Africa,Female,36,Farmer,13,29.68,0.596,12,3.53,0,7.0,0.0,1,0.856,11.3,80.0,23.0,3,421.44,24,1
West Africa,Female,20,Farmer,27,60.18,0.956,25,4.16,0,2.0,0.0,1,0.93,12.3,65.0,92.0,13,855.17,12,1
East Africa,Male,21,Farmer,13,46.15,1.124,15,3.32,1,58.0,41.98,1,0.772,1.6,47.0,12.0,2,181.29,4,1
Southern Africa,Male,34,Farmer,23,57.7,-0.121,15,2.89,1,62.0,24.99,1,0.86,11.2,77.0,68.0,3,140.88,8,1
West Africa,Male,43,Informal worker,28,168.88,0.668,20,3.41,0,1.0,0.0,0,,,44.0,77.0,10,595.93,4,1
East Africa,Female,64,Farmer,25,106.08,0.703,17,6.14,0,1.0,0.0,1,0.713,1.7,38.0,26.0,7,682.39,4,1
East Africa,Female,52,Informal worker,23,107.81,0.188,15,3.58,0,7.0,0.0,0,,,59.0,87.0,10,107.68,12,1
West Africa,Female,40,Farmer,16,40.45,0.347,14,2.36,1,28.0,18.61,1,0.343,1.6,23.0,72.0,2,405.75,24,1
Central Africa,Male,32,Self-employed,8,66.94,0.067,12,1.47,1,30.0,13.8,0,,,49.0,79.0,3,168.2,12,1
Southern Africa,Male,25,Farmer,16,39.54,-0.539,10,3.61,1,73.0,36.3,0,,,26.0,52.0,6,88.43,8,1
West Africa,Female,24,Informal worker,10,145.12,-0.652,16,2.22,0,11.0,0.0,0,,,38.0,55.0,2,186.51,4,1
Central Africa,Male,21,Informal worker,14,46.5,1.272,13,1.52,1,87.0,24.22,0,,,58.0,89.0,9,103.58,24,1
Central Africa,Male,60,Farmer,29,86.36,0.453,21,1.72,0,4.0,0.0,1,0.792,2.3,65.0,75.0,11,339.43,12,0
West Africa,Female,18,Salaried,6,39.71,-0.125,9,2.44,0,1.0,0.0,1,0.372,25.5,33.0,80.0,1,37.56,4,1
Southern Africa,Female,58,Self-employed,9,106.12,-0.753,9,1.54,1,54.0,11.75,0,,,23.0,50.0,4,207.49,8,0
